,HEAT PUMP WATER HEATER EVAPORATOR_UNIT1_FRONTROW_TOPFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,3966.005,3890.651,400.423678,-999.,-999.00,unknown,unknown,unknown,unknown,3319.56,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.,-999.0,-999.000,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT2_FRONTROW_TOPFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,3970.580,3895.139,400.423678,-999.,-999.00,unknown,unknown,unknown,unknown,3319.56,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.,-999.0,-999.000,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT3_FRONTROW_TOPFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,3961.103,3885.842,400.423678,-999.,-999.00,unknown,unknown,unknown,unknown,3319.56,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.,-999.0,-999.000,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT1_BACKROW_TOPFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,3965.079,3889.742,400.423678,-999.,-999.00,unknown,unknown,unknown,unknown,3319.56,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.,-999.0,-999.000,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT2_BACKROW_TOPFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,3970.493,3895.054,400.423678,-999.,-999.00,unknown,unknown,unknown,unknown,3319.56,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.,-999.0,-999.000,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT3_BACKROW_TOPFLOOR,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,unknown,unknown,3959.792,3884.556,400.423678,-999.,-999.00,unknown,unknown,unknown,unknown,3319.56,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.0,-999.,-999.0,-999.000,-999.0,-999.,-999.000,-999.0,0.00,-999.0,-999.0


----------------------------------------------------------------------------------------------------
REPORT:,Coil Sizing Details
FOR:,Entire Facility
Coils

,,Coil Type,Coil Location,HVAC Type,HVAC Name,Zone Name(s),System Sizing Method Concurrence,System Sizing Method Capacity,System Sizing Method Air Flow,Autosized Coil Capacity?,Autosized Coil Airflow?,Autosized Coil Water Flow?,OA Pretreated prior to coil inlet?,Coil Final Gross Total Capacity [Btu/h],Coil Final Gross Sensible Capacity [Btu/h],Coil Final Reference Air Volume Flow Rate [ft3/min],Coil Final Reference Plant Fluid Volume Flow Rate [ft3/min],Coil U-value Times Area Value [Btu/h-F],Terminal Unit Reheat Coil Multiplier,DX Coil Capacity Increase Ratio from Too Low Flow/Capacity Ratio,DX Coil Capacity Decrease Ratio from Too High Flow/Capacity Ratio,Moist Air Heat Capacity [Btu/lbm-R],Dry Air Heat Capacity [Btu/lbm-R],Standard Air Density Adjusted for Elevation [lb/ft3],Supply Fan Name for Coil,Supply Fan Type for Coil,Supply Fan Maximum Air Volume Flow Rate [ft3/min],Supply Fan Maximum Air Mass Flow Rate [lb/s],Plant Name for Coil,Plant Fluid Specific Heat Capacity [Btu/lbm-R],Plant Fluid Density [lb/ft3],Plant Maximum Fluid Mass Flow Rate [lb/s],Plant Design Fluid Return Temperature [F],Plant Design Fluid Supply Temperature [F],Plant Design Fluid Temperature Difference [deltaF],Plant Design Capacity [Btu/h],Coil Capacity Percentage of Plant Design Capacity [%],Coil Fluid Flow Rate Percentage of Plant Design Flow Rate [%],Design Day Name at Sensible Ideal Loads Peak,Date/Time at Sensible Ideal Loads Peak,Design Day Name at Total Ideal Loads Peak,Date/Time at Total Ideal Loads Peak,Design Day Name at Air Flow Ideal Loads Peak,Date/Time at Air Flow Ideal Loads Peak,Peak Load Type to Size On,Coil Total Capacity at Ideal Loads Peak [Btu/h],Coil Sensible Capacity at Ideal Loads Peak [Btu/h],Coil Off-Rating Capacity Modifier at Ideal Loads Peak [],Coil Air Mass Flow Rate at Ideal Loads Peak [lb/s],Coil Air Volume Flow Rate at Ideal Loads Peak [ft3/min],Coil Entering Air Drybulb at Ideal Loads Peak [F],Coil Entering Air Wetbulb at Ideal Loads Peak [F],Coil Entering Air Humidity Ratio at Ideal Loads Peak [lbWater/lbDryAir],Coil Entering Air Enthalpy at Ideal Loads Peak [Btu/lbm-R],Coil Leaving Air Drybulb at Ideal Loads Peak [F],Coil Leaving Air Wetbulb at Ideal Loads Peak [F],Coil Leaving Air Humidity Ratio at Ideal Loads Peak [lbWater/lbDryAir],Coil Leaving Air Enthalpy at Ideal Loads Peak [Btu/lbm-R],Coil Plant Fluid Mass Flow Rate at Ideal Loads Peak [lb/s],Coil Entering Plant Fluid Temperature at Ideal Loads Peak [F],Coil Leaving Plant Fluid Temperature at Ideal Loads Peak [F],Coil Plant Fluid Temperature Difference at Ideal Loads Peak [deltaF],Supply Fan Air Heat Gain at Ideal Loads Peak [Btu/h],Coil and Fan Net Total Capacity at Ideal Loads Peak [Btu/h],Outdoor Air Drybulb at Ideal Loads Peak [F],Outdoor Air Humidity Ratio at Ideal Loads Peak [lbWater/lbDryAir],Outdoor Air Wetbulb at Ideal Loads Peak [F],Outdoor Air Volume Flow Rate at Ideal Loads Peak [ft3/min],Outdoor Air Flow Percentage at Ideal Loads Peak [%],System Return Air Drybulb at Ideal Loads Peak [F],System Return Air Humidity Ratio at Ideal Loads Peak [lbWater/lbDryAir],Zone Air Drybulb at Ideal Loads Peak [F],Zone Air Humidity Ratio at Ideal Loads Peak [lbWater/lbDryAir],Zone Air Relative Humidity at Ideal Loads Peak [%],Zone Sensible Heat Gain at Ideal Loads Peak [Btu/h],Zone Latent Heat Gain at Ideal Loads Peak [Btu/h],Coil Total Capacity at Rating Conditions [Btu/h],Coil Sensible Capacity at Rating Conditions [Btu/h],Coil Air Mass Flow Rate at Rating Conditions [lb/s],Coil Entering Air Drybulb at Rating Conditions [F],Coil Entering Air Wetbulb at Rating Conditions [F],Coil Entering Air Humidity Ratio at Rating Conditions [lbWater/lbDryAir],Coil Entering Air Enthalpy at Rating Conditions [Btu/lbm-R],Coil Leaving Air Drybulb at Rating Conditions [F],Coil Leaving Air Wetbulb at Rating Conditions [F],Coil Leaving Air Humidity Ratio at Rating Conditions [lbWater/lbDryAir],Coil Leaving Air Enthalpy at Rating Conditions [Btu/lbm-R]
,DX COOLING COIL_UNIT1_FRONTROW_BOTTOMFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,Non-Coincident,CoolingDesignCapacity,N/A,Yes,Yes,unknown,No,12255.437,9812.380,459.712753,-999.,-999.00,-999.0000,1.01503,1.00000,0.2439,0.2400,0.0744,SUPPLY FAN_UNIT1_FRONTROW_BOTTOMFLOOR,Fan:OnOff,459.712753,0.56988229,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,Sensible,11903.08,10255.29,0.9712,0.56988229,459.712753,73.90,61.34,0.00882062,10.9,53.60,52.09,0.00800000,7.7,-999.,-999.0,-999.0,-999.0,591.642,11311.44,83.06,0.01272282,69.78,44.99498340,9.7876,71.60,0.00839725,71.60,0.00839725,50.4867,8994.74,0.00,12253.33,9746.97,0.54737625,80.00,67.00,0.01118466,13.2,59.77,58.27,0.01002468,9.8
,MAIN DX HEATING COIL_UNIT1_FRONTROW_BOTTOMFLOOR,Coil:Heating:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,Non-Coincident,HeatingDesignCapacity,N/A,Yes,Yes,unknown,No,12255.437,12255.437,459.712753,-999.,-999.00,-999.0000,1.00000,1.00000,0.2436,0.2400,0.0744,SUPPLY FAN_UNIT1_FRONTROW_BOTTOMFLOOR,Fan:OnOff,459.712753,0.56988229,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,unknown,unknown,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,Sensible,12255.44,12255.44,1.0000,0.56988229,459.712753,61.95,52.67,0.00640772,7.9,122.00,74.93,0.00800000,17.0,-999.,-999.0,-999.0,-999.0,0.000,12255.44,-26.9,0.00018338,-26.9,44.99498340,9.7876,71.59,0.00708303,71.59,0.00708303,42.6911,11760.97,0.00,12271.54,12271.54,0.55981230,70.00,60.00,0.00875166,10.4,94.97,68.39,0.00875166,13.8
,SUPP HEATING COIL_UNIT1_FRONTROW_BOTTOMFLOOR,Coil:Heating:Electric,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,Non-Coincident,HeatingDesignCapacity,N/A,Yes,No,unknown,No,16334.014,16334.014,-999.,-999.,-999.00,-999.0000,1.00000,1.00000,0.2436,0.2400,0.0744,SUPPLY FAN_UNIT1_FRONTROW_BOTTOMFLOOR,Fan:OnOff,459.712753,0.56988229,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,unknown,unknown,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,Sensible,16334.01,16334.01,1.0000,0.56988229,459.712753,61.95,52.67,0.00640772,7.9,122.00,74.93,0.00800000,17.0,-999.,-999.0,-999.0,-999.0,0.000,16334.01,-26.9,0.00018338,-26.9,44.99498340,9.7876,71.59,0.00708303,71.59,0.00708303,42.6911,11760.97,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,DX COOLING COIL_UNIT2_FRONTROW_BOTTOMFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,Non-Coincident,CoolingDesignCapacity,N/A,Yes,Yes,unknown,No,7231.562,5787.174,250.316529,-999.,-999.00,-999.0000,1.00000,1.00000,0.2444,0.2400,0.0744,SUPPLY FAN_UNIT2_FRONTROW_BOTTOMFLOOR,Fan:OnOff,250.316529,0.31030455,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 14:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,Sensible,7330.81,5344.95,1.0137,0.31030455,250.316529,72.97,62.53,0.00982072,11.4,53.60,52.09,0.00800000,7.7,-999.,-999.0,-999.0,-999.0,322.153,7008.66,69.44,0.01270967,65.53,44.99498340,17.9752,72.30,0.00918762,71.60,0.00864432,51.9519,4496.83,0.00,7230.32,5749.56,0.29804986,80.00,67.00,0.01118466,13.2,58.08,57.46,0.00992606,9.5
,MAIN DX HEATING COIL_UNIT2_FRONTROW_BOTTOMFLOOR,Coil:Heating:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,Non-Coincident,HeatingDesignCapacity,N/A,Yes,Yes,unknown,No,7231.562,7231.562,250.316529,-999.,-999.00,-999.0000,1.00000,1.00000,0.2436,0.2400,0.0744,SUPPLY FAN_UNIT2_FRONTROW_BOTTOMFLOOR,Fan:OnOff,250.316529,0.31030455,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,unknown,unknown,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,Sensible,7231.56,7231.56,1.0000,0.31030455,250.316529,53.89,47.89,0.00575665,6.4,122.00,74.93,0.00800000,17.0,-999.,-999.0,-999.0,-999.0,0.000,7231.56,-26.9,0.00018338,-26.9,44.99498340,17.9752,71.59,0.00697800,71.59,0.00697800,42.0631,8828.01,0.00,7241.07,7241.07,0.30482137,70.00,60.00,0.00875166,10.4,97.06,69.03,0.00875166,14.0
,SUPP HEATING COIL_UNIT2_FRONTROW_BOTTOMFLOOR,Coil:Heating:Electric,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,Non-Coincident,HeatingDesignCapacity,N/A,Yes,No,unknown,No,13443.840,13443.840,-999.,-999.,-999.00,-999.0000,1.00000,1.00000,0.2436,0.2400,0.0744,SUPPLY FAN_UNIT2_FRONTROW_BOTTOMFLOOR,Fan:OnOff,250.316529,0.31030455,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,unknown,unknown,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,Sensible,13443.84,13443.84,1.0000,0.31030455,250.316529,53.89,47.89,0.00575665,6.4,122.00,74.93,0.00800000,17.0,-999.,-999.0,-999.0,-999.0,0.000,13443.84,-26.9,0.00018338,-26.9,44.99498340,17.9752,71.59,0.00697800,71.59,0.00697800,42.0631,8828.01,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,DX COOLING COIL_UNIT3_FRONTROW_BOTTOMFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,Non-Coincident,CoolingDesignCapacity,N/A,Yes,Yes,unknown,No,9263.229,7416.653,347.472291,-999.,-999.00,-999.0000,1.00865,1.00000,0.2440,0.2400,0.0744,SUPPLY FAN_UNIT3_FRONTROW_BOTTOMFLOOR,Fan:OnOff,347.472291,0.43074356,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 10:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 10:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 10:00:00,Sensible,9162.64,7611.40,0.9891,0.43074356,347.472291,73.57,61.54,0.00902598,11.0,53.60,52.09,0.00800000,7.7,-999.,-999.0,-999.0,-999.0,447.190,8715.45,77.70,0.01271761,68.16,44.99498340,12.9492,71.60,0.00847683,71.60,0.00847683,50.9579,6798.81,0.00,9261.64,7367.22,0.41373244,80.00,67.00,0.01118466,13.2,59.77,58.27,0.01002468,9.8
,MAIN DX HEATING COIL_UNIT3_FRONTROW_BOTTOMFLOOR,Coil:Heating:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,Non-Coincident,HeatingDesignCapacity,N/A,Yes,Yes,unknown,No,9263.229,9263.229,347.472291,-999.,-999.00,-999.0000,1.00000,1.00000,0.2436,0.2400,0.0744,SUPPLY FAN_UNIT3_FRONTROW_BOTTOMFLOOR,Fan:OnOff,347.472291,0.43074356,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,unknown,unknown,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,Sensible,9263.23,9263.23,1.0000,0.43074356,347.472291,58.84,50.94,0.00618999,7.3,122.00,74.93,0.00800000,17.0,-999.,-999.0,-999.0,-999.0,0.000,9263.23,-26.9,0.00018338,-26.9,44.99498340,12.9492,71.59,0.00708350,71.59,0.00708350,42.6939,11767.97,0.00,9275.40,9275.40,0.42313218,70.00,60.00,0.00875166,10.4,94.97,68.39,0.00875166,13.8
,SUPP HEATING COIL_UNIT3_FRONTROW_BOTTOMFLOOR,Coil:Heating:Electric,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,Non-Coincident,HeatingDesignCapacity,N/A,Yes,No,unknown,No,16340.906,16340.906,-999.,-999.,-999.00,-999.0000,1.00000,1.00000,0.2436,0.2400,0.0744,SUPPLY FAN_UNIT3_FRONTROW_BOTTOMFLOOR,Fan:OnOff,347.472291,0.43074356,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,unknown,unknown,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,Sensible,16340.91,16340.91,1.0000,0.43074356,347.472291,58.84,50.94,0.00618999,7.3,122.00,74.93,0.00800000,17.0,-999.,-999.0,-999.0,-999.0,0.000,16340.91,-26.9,0.00018338,-26.9,44.99498340,12.9492,71.59,0.00708350,71.59,0.00708350,42.6939,11767.97,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,DX COOLING COIL_UNIT1_BACKROW_BOTTOMFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_BACKROW_BOTTOMFLOOR,LIVING_UNIT1_BACKROW_BOTTOMFLOOR,Non-Coincident,CoolingDesignCapacity,N/A,Yes,Yes,unknown,No,11494.499,9203.131,431.169271,-999.,-999.00,-999.0000,1.00305,1.00000,0.2439,0.2400,0.0744,SUPPLY FAN_UNIT1_BACKROW_BOTTOMFLOOR,Fan:OnOff,431.169271,0.53449840,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,Sensible,11180.18,9546.22,0.9727,0.53449840,431.169271,73.98,61.45,0.00887697,11.0,53.60,52.09,0.00800000,7.7,-999.,-999.0,-999.0,-999.0,554.907,10625.27,83.06,0.01272282,69.78,44.99498340,10.4356,71.60,0.00842887,71.60,0.00842887,50.6744,8436.22,0.00,11492.53,9141.79,0.51338976,80.00,67.00,0.01118466,13.2,59.77,58.27,0.01002468,9.8
,MAIN DX HEATING COIL_UNIT1_BACKROW_BOTTOMFLOOR,Coil:Heating:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_BACKROW_BOTTOMFLOOR,LIVING_UNIT1_BACKROW_BOTTOMFLOOR,Non-Coincident,HeatingDesignCapacity,N/A,Yes,Yes,unknown,No,11494.499,11494.499,431.169271,-999.,-999.00,-999.0000,1.00000,1.00000,0.2436,0.2400,0.0744,SUPPLY FAN_UNIT1_BACKROW_BOTTOMFLOOR,Fan:OnOff,431.169271,0.53449840,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,unknown,unknown,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,Sensible,11494.50,11494.50,1.0000,0.53449840,431.169271,61.31,52.32,0.00636319,7.8,122.00,74.93,0.00800000,17.0,-999.,-999.0,-999.0,-999.0,0.000,11494.50,-26.9,0.00018338,-26.9,44.99498340,10.4356,71.59,0.00708323,71.59,0.00708323,42.6923,11763.92,0.00,11509.60,11509.60,0.52505365,70.00,60.00,0.00875166,10.4,94.97,68.39,0.00875166,13.8
,SUPP HEATING COIL_UNIT1_BACKROW_BOTTOMFLOOR,Coil:Heating:Electric,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_BACKROW_BOTTOMFLOOR,LIVING_UNIT1_BACKROW_BOTTOMFLOOR,Non-Coincident,HeatingDesignCapacity,N/A,Yes,No,unknown,No,16336.917,16336.917,-999.,-999.,-999.00,-999.0000,1.00000,1.00000,0.2436,0.2400,0.0744,SUPPLY FAN_UNIT1_BACKROW_BOTTOMFLOOR,Fan:OnOff,431.169271,0.53449840,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,unknown,unknown,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,Sensible,16336.92,16336.92,1.0000,0.53449840,431.169271,61.31,52.32,0.00636319,7.8,122.00,74.93,0.00800000,17.0,-999.,-999.0,-999.0,-999.0,0.000,16336.92,-26.9,0.00018338,-26.9,44.99498340,10.4356,71.59,0.00708323,71.59,0.00708323,42.6923,11763.92,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,DX COOLING COIL_UNIT2_BACKROW_BOTTOMFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_BACKROW_BOTTOMFLOOR,LIVING_UNIT2_BACKROW_BOTTOMFLOOR,Non-Coincident,CoolingDesignCapacity,N/A,Yes,Yes,unknown,No,7143.267,5716.006,245.021970,-999.,-999.00,-999.0000,1.00000,1.00000,0.2444,0.2400,0.0744,SUPPLY FAN_UNIT2_BACKROW_BOTTOMFLOOR,Fan:OnOff,245.021970,0.30374115,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,Sensible,7248.38,5233.22,1.0147,0.30374115,245.021970,72.95,62.63,0.00988602,11.5,53.60,52.09,0.00800000,7.7,-999.,-999.0,-999.0,-999.0,315.339,6933.04,69.44,0.01270967,65.53,44.99498340,18.3637,72.30,0.00925085,72.30,0.00925085,54.2443,5114.93,0.00,7142.04,5677.95,0.29174567,80.00,67.00,0.01118466,13.2,57.88,57.37,0.00991333,9.4
,MAIN DX HEATING COIL_UNIT2_BACKROW_BOTTOMFLOOR,Coil:Heating:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_BACKROW_BOTTOMFLOOR,LIVING_UNIT2_BACKROW_BOTTOMFLOOR,Non-Coincident,HeatingDesignCapacity,N/A,Yes,Yes,unknown,No,7143.267,7143.267,245.021970,-999.,-999.00,-999.0000,1.00000,1.00000,0.2436,0.2400,0.0744,SUPPLY FAN_UNIT2_BACKROW_BOTTOMFLOOR,Fan:OnOff,245.021970,0.30374115,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,unknown,unknown,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,Sensible,7143.27,7143.27,1.0000,0.30374115,245.021970,53.51,47.66,0.00573030,6.3,122.00,74.93,0.00800000,17.0,-999.,-999.0,-999.0,-999.0,0.000,7143.27,-26.9,0.00018338,-26.9,44.99498340,18.3637,71.59,0.00697805,71.59,0.00697805,42.0634,8828.49,0.00,7152.65,7152.65,0.29837395,70.00,60.00,0.00875166,10.4,97.30,69.11,0.00875166,14.1
,SUPP HEATING COIL_UNIT2_BACKROW_BOTTOMFLOOR,Coil:Heating:Electric,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_BACKROW_BOTTOMFLOOR,LIVING_UNIT2_BACKROW_BOTTOMFLOOR,Non-Coincident,HeatingDesignCapacity,N/A,Yes,No,unknown,No,13444.309,13444.309,-999.,-999.,-999.00,-999.0000,1.00000,1.00000,0.2436,0.2400,0.0744,SUPPLY FAN_UNIT2_BACKROW_BOTTOMFLOOR,Fan:OnOff,245.021970,0.30374115,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,unknown,unknown,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,Sensible,13444.31,13444.31,1.0000,0.30374115,245.021970,53.51,47.66,0.00573030,6.3,122.00,74.93,0.00800000,17.0,-999.,-999.0,-999.0,-999.0,0.000,13444.31,-26.9,0.00018338,-26.9,44.99498340,18.3637,71.59,0.00697805,71.59,0.00697805,42.0634,8828.49,0.00,-999.0,-999.0,-999.,-999.0,-999.0,-999.,-999.,-999.0,-999.0,-999.,-999.
,DX COOLING COIL_UNIT3_BACKROW_BOTTOMFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoop,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_BACKROW_BOTTOMFLOOR,LIVING_UNIT3_BACKROW_BOTTOMFLOOR,Non-Coincident,CoolingDesignCapacity,N/A,Yes,Yes,unknown,No,8536.699,6834.953,320.219467,-999.,-999.00,-999.0000,1.00324,1.00000,0.2441,0.2400,0.0744,SUPPLY FAN_UNIT3_BACKROW_BOTTOMFLOOR,Fan:OnOff,320.219467,0.39695963,,-999.000,-999.000,-999.,-999.0,-999.0,-999.0,-999.0,-999.000,-999.,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 10:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 09:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 09:00:00,Sensible,8524.39,6845.93,0.9986,0.39695963,320.219467,73.10,61.65,0.00920900,11.1,53.60,52.09,0.00800000,7.7,-999.,-999.0,-999.0,-999.0,412.117,8112.27,73.90,0.01271395,66.97,44.99498340,14.0513,71.60,0.00863599,71.60,0.00850201,51.1072,6105.79,0.00,8535.23,6789.39,0.38128272,80.00,67.00,0.01118466,13.2,59.77,58.27,0.01002468,9.8
